User_ID,Age,Gender,Annual_Income,Membership_Type,Membership_Duration,Frequency_of_Visit,Preferred_Time,Previous_Membership,Marital_Status,Location,Promotion_Response,Health_Condition,Membership_Prediction,Professional,Professional_Status
202,30,Male,28131,Basic,36,3,Evening,No,Divorced,Rural,Yes,Excellent,Yes,Early Career,Working
203,58,Female,117341,VIP,38,6,Afternoon,No,Single,Suburban,No,Excellent,No,Late Career,Working
204,20,Female,32214,Basic,55,2,Evening,No,Divorced,Suburban,Yes,Good,Yes,Student,In Education
205,56,Male,99153,VIP,6,2,Afternoon,No,Married,Suburban,No,Good,No,Late Career,Working
206,23,Female,44792,VIP,60,5,Morning,Yes,Married,Suburban,No,Average,Yes,Early Career,Working
207,25,Female,16999,Basic,58,5,Morning,No,Single,Rural,Yes,Good,Yes,Early Career,Working
208,44,Male,86407,VIP,30,4,Morning,No,Married,Urban,No,Average,Yes,Employed,Working
209,26,Female,28754,Basic,32,3,Afternoon,Yes,Divorced,Rural,Yes,Poor,No,Early Career,Working
210,54,Female,73309,VIP,56,6,Morning,No,Married,Urban,No,Poor,No,Employed,Working
211,50,Female,60144,Premium,10,6,Morning,Yes,Divorced,Rural,No,Poor,Yes,Employed,Working
212,68,Male,80266,VIP,35,5,Morning,No,Single,Rural,No,Poor,Yes,Retired,Retired
213,59,Male,105030,VIP,42,3,Evening,Yes,Single,Rural,No,Good,Yes,Late Career,Working
214,61,Female,65105,Premium,27,3,Afternoon,Yes,Single,Urban,No,Average,No,Late Career,Working
215,41,Male,56222,Premium,25,5,Morning,No,Single,Urban,No,Average,No,Employed,Working
216,32,Male,71800,VIP,50,2,Evening,Yes,Divorced,Urban,No,Good,No,Employed,Working
217,49,Male,107618,VIP,29,1,Evening,No,Divorced,Suburban,No,Average,No,Employed,Working
218,49,Male,79955,VIP,14,6,Morning,Yes,Single,Suburban,No,Average,Yes,Employed,Working
219,41,Other,70720,Premium,37,6,Evening,Yes,Divorced,Urban,No,Poor,Yes,Employed,Working
220,58,Male,93304,VIP,60,4,Morning,Yes,Divorced,Rural,No,Good,No,Late Career,Working
221,69,Other,80289,VIP,7,3,Afternoon,No,Married,Urban,No,Good,No,Retired,Retired
222,66,Male,62896,Basic,47,2,Morning,Yes,Single,Rural,No,Poor,No,Retired,Retired
223,66,Female,38389,VIP,57,3,Evening,No,Divorced,Urban,Yes,Good,Yes,Retired,Retired
224,69,Male,75069,Premium,36,5,Morning,No,Divorced,Urban,No,Good,Yes,Retired,Retired
225,29,Female,46790,VIP,4,4,Afternoon,Yes,Married,Suburban,No,Average,No,Early Career,Working
226,56,Female,99024,VIP,45,4,Evening,Yes,Married,Suburban,No,Excellent,No,Late Career,Working
227,19,Male,20302,Basic,50,2,Evening,No,Divorced,Urban,Yes,Good,No,Student,In Education
228,20,Female,14842,Basic,59,3,Morning,No,Married,Rural,Yes,Average,Yes,Student,In Education
229,66,Male,60376,Premium,6,2,Morning,Yes,Divorced,Suburban,No,Good,No,Retired,Retired
230,54,Female,38786,Basic,49,5,Evening,Yes,Divorced,Rural,Yes,Good,Yes,Employed,Working
231,66,Other,76664,Premium,54,1,Evening,Yes,Single,Rural,No,Poor,Yes,Retired,Retired
232,34,Female,91644,VIP,20,5,Afternoon,No,Single,Suburban,No,Average,No,Employed,Working
233,66,Female,55359,Premium,46,3,Morning,Yes,Single,Rural,No,Poor,No,Retired,Retired
234,19,Male,1684,Basic,27,1,Afternoon,Yes,Single,Rural,Yes,Excellent,No,Student,In Education
235,19,Male,18681,Basic,38,1,Evening,No,Married,Rural,Yes,Poor,No,Student,In Education
236,45,Male,83492,Premium,60,6,Morning,Yes,Married,Rural,No,Excellent,Yes,Employed,Working
237,40,Female,59277,Premium,7,1,Evening,Yes,Married,Rural,No,Good,No,Employed,Working
238,54,Female,68700,Premium,23,5,Evening,Yes,Divorced,Suburban,No,Good,No,Employed,Working
239,49,Male,64861,Premium,41,3,Evening,No,Divorced,Urban,No,Excellent,No,Employed,Working
240,50,Female,50408,Premium,16,1,Afternoon,No,Divorced,Rural,No,Poor,No,Employed,Working
241,18,Male,27951,Basic,1,2,Afternoon,No,Divorced,Rural,Yes,Average,Yes,Student,In Education
242,36,Male,50994,Premium,31,6,Evening,Yes,Single,Urban,No,Excellent,No,Employed,Working
243,19,Female,9991,Basic,44,1,Morning,Yes,Married,Urban,Yes,Good,Yes,Student,In Education
244,70,Male,103621,Basic,19,5,Afternoon,Yes,Married,Suburban,No,Average,No,Retired,Retired
245,61,Female,101381,VIP,31,2,Evening,Yes,Married,Suburban,No,Poor,Yes,Late Career,Working
246,43,Male,72218,VIP,36,3,Evening,Yes,Single,Urban,No,Average,No,Employed,Working
247,49,Female,66059,Basic,27,3,Evening,No,Single,Urban,No,Excellent,Yes,Employed,Working
248,23,Male,22186,Basic,55,5,Evening,No,Divorced,Rural,Yes,Excellent,No,Early Career,Working
249,49,Male,77395,Basic,14,1,Afternoon,Yes,Single,Urban,No,Good,No,Employed,Working
250,21,Female,27951,Basic,36,3,Afternoon,No,Divorced,Suburban,Yes,Excellent,Yes,Student,In Education
251,28,Female,28675,Basic,29,4,Evening,Yes,Divorced,Rural,Yes,Excellent,No,Early Career,Working
252,34,Male,55027,Premium,43,1,Afternoon,Yes,Divorced,Rural,No,Poor,No,Employed,Working
253,55,Male,97678,Basic,24,6,Afternoon,No,Married,Urban,No,Excellent,Yes,Employed,Working
254,41,Female,64689,Premium,30,2,Morning,No,Single,Urban,No,Excellent,No,Employed,Working
255,22,Male,46989,Premium,34,5,Evening,Yes,Divorced,Suburban,No,Good,No,Student,In Education
256,69,Female,56408,Premium,56,5,Morning,No,Single,Rural,No,Excellent,No,Retired,Retired
257,51,Female,50175,Premium,55,2,Afternoon,Yes,Divorced,Urban,No,Excellent,Yes,Employed,Working
258,23,Male,45903,Premium,34,1,Afternoon,Yes,Divorced,Urban,No,Excellent,No,Early Career,Working
259,39,Male,87677,VIP,7,6,Evening,No,Divorced,Rural,No,Excellent,No,Employed,Working
260,28,Female,28750,Basic,41,2,Afternoon,No,Married,Rural,Yes,Poor,Yes,Early Career,Working
261,65,Male,126741,VIP,42,2,Afternoon,Yes,Married,Suburban,No,Excellent,Yes,Late Career,Working
262,33,Female,70564,Basic,120,4,Afternoon,No,Single,Urban,No,Poor,Yes,Employed,Working
263,50,Male,61173,Premium,32,2,Evening,Yes,Married,Urban,No,Poor,No,Employed,Working
264,26,Female,29895,Basic,35,5,Evening,Yes,Divorced,Urban,Yes,Excellent,Yes,Early Career,Working
265,23,Male,35152,Basic,2,3,Afternoon,No,Divorced,Urban,Yes,Excellent,Yes,Early Career,Working
266,33,Female,92609,VIP,39,1,Afternoon,Yes,Single,Suburban,No,Poor,No,Employed,Working
267,46,Male,92515,VIP,31,3,Afternoon,Yes,Single,Suburban,No,Good,No,Employed,Working
268,20,Male,27777,Basic,57,2,Morning,No,Divorced,Urban,Yes,Good,No,Student,In Education
269,37,Female,41157,Premium,57,2,Afternoon,No,Divorced,Rural,No,Excellent,No,Employed,Working
270,53,Male,96391,Basic,38,6,Evening,No,Married,Suburban,No,Average,No,Employed,Working
271,36,Male,87156,Premium,26,4,Afternoon,No,Single,Suburban,No,Excellent,No,Employed,Working
272,43,Male,51381,Premium,53,6,Afternoon,No,Married,Rural,No,Excellent,No,Employed,Working
273,20,Male,35422,Basic,16,5,Evening,Yes,Single,Suburban,Yes,Average,Yes,Student,In Education
